"","date","rec_group_adjusted_new","individuals_at_receiver","total_individuals","proportion","avg_depth"
"860",2022-07-11,"Bayfront area",1,7,14.2857142857143,1.61679086294416
"861",2022-07-11,"Carrolls Bay",2,7,28.5714285714286,1.1842
"862",2022-07-11,"North shore",2,7,28.5714285714286,1.15286666666667
"863",2022-07-11,"West End",2,7,28.5714285714286,1.00270456606559
"864",2022-07-12,"Bayfront area",2,7,28.5714285714286,1.01520888888889
"865",2022-07-12,"Carrolls Bay",4,7,57.1428571428571,0.922644444444444
"866",2022-07-12,"North shore",1,7,14.2857142857143,NA
"867",2022-07-13,"Bayfront area",2,7,28.5714285714286,1.2820091503268
"868",2022-07-13,"Carrolls Bay",3,7,42.8571428571429,0.756738405797101
"869",2022-07-13,"North shore",1,7,14.2857142857143,NA
"870",2022-07-13,"West End",1,7,14.2857142857143,1.2638
"871",2022-07-14,"Bayfront area",2,7,28.5714285714286,1.55681186813187
"872",2022-07-14,"Carrolls Bay",4,7,57.1428571428571,0.997753276353276
"873",2022-07-14,"North shore",1,7,14.2857142857143,NA
"874",2022-07-15,"Bayfront area",2,6,33.3333333333333,1.47077
"875",2022-07-15,"Carrolls Bay",2,6,33.3333333333333,NA
"876",2022-07-15,"North shore",1,6,16.6666666666667,NA
"877",2022-07-15,"West End",1,6,16.6666666666667,1.39967692307692
"878",2022-07-16,"Bayfront area",2,6,33.3333333333333,1.43922124984653
"879",2022-07-16,"Carrolls Bay",2,6,33.3333333333333,NA
"880",2022-07-16,"North shore",1,6,16.6666666666667,1.5038
"881",2022-07-16,"West End",1,6,16.6666666666667,1.26902926829268
"882",2022-07-17,"Bayfront area",2,6,33.3333333333333,1.50444206388206
"883",2022-07-17,"Carrolls Bay",3,6,50,1.22305333333333
"884",2022-07-17,"North shore",1,6,16.6666666666667,NA
"885",2022-07-18,"Bayfront area",3,6,50,1.40317541813307
"886",2022-07-18,"Carrolls Bay",1,6,16.6666666666667,NA
"887",2022-07-18,"North shore",2,6,33.3333333333333,4.12505714285714
"888",2022-07-19,"Bayfront area",2,6,33.3333333333333,1.49331636578171
"889",2022-07-19,"Carrolls Bay",2,6,33.3333333333333,0.98297037037037
"890",2022-07-19,"North shore",1,6,16.6666666666667,NA
"891",2022-07-19,"West End",1,6,16.6666666666667,1.21374285714286
"892",2022-07-20,"Bayfront area",2,6,33.3333333333333,1.26683679114799
"893",2022-07-20,"Carrolls Bay",3,6,50,0.742240677966102
"894",2022-07-20,"North shore",1,6,16.6666666666667,NA
"895",2022-07-21,"Bayfront area",2,6,33.3333333333333,1.20871229624941
"896",2022-07-21,"Carrolls Bay",3,6,50,1.61627254827717
"897",2022-07-21,"North shore",1,6,16.6666666666667,NA
"898",2022-07-22,"Bayfront area",2,6,33.3333333333333,1.50452527472527
"899",2022-07-22,"Carrolls Bay",3,6,50,1.03803
"900",2022-07-22,"North shore",1,6,16.6666666666667,NA
"901",2022-07-23,"Bayfront area",3,6,50,1.26011669212768
"902",2022-07-23,"Carrolls Bay",2,6,33.3333333333333,0.827
"903",2022-07-23,"North shore",1,6,16.6666666666667,NA
"904",2022-07-24,"Bayfront area",3,6,50,1.22179098295609
"905",2022-07-24,"Carrolls Bay",2,6,33.3333333333333,1.13854285714286
"906",2022-07-24,"North shore",1,6,16.6666666666667,1.5038
"907",2022-07-25,"Bayfront area",3,6,50,1.31895638558763
"908",2022-07-25,"Carrolls Bay",2,6,33.3333333333333,1.00962857142857
"909",2022-07-25,"North shore",1,6,16.6666666666667,NA
"910",2022-07-26,"Bayfront area",2,6,33.3333333333333,1.16472048192771
"911",2022-07-26,"Carrolls Bay",2,6,33.3333333333333,1.02395238095238
"912",2022-07-26,"North shore",1,6,16.6666666666667,NA
"913",2022-07-26,"West End",1,6,16.6666666666667,2.10054838709677
"914",2022-07-27,"Bayfront area",2,6,33.3333333333333,1.01976878048781
"915",2022-07-27,"Carrolls Bay",2,6,33.3333333333333,1.26935294117647
"916",2022-07-27,"West End",2,6,33.3333333333333,3.48377116273182
"917",2022-07-28,"Bayfront area",3,6,50,1.26860816326531
"918",2022-07-28,"Carrolls Bay",3,6,50,1.29672520499109
"919",2022-07-29,"Bayfront area",3,6,50,0.978786294830727
"920",2022-07-29,"Carrolls Bay",3,6,50,1.14692242424242
"921",2022-07-30,"Bayfront area",3,6,50,1.19600465116279
"922",2022-07-30,"Carrolls Bay",3,6,50,1.93830758794321
"923",2022-07-31,"Bayfront area",2,6,33.3333333333333,1.56493197278912
"924",2022-07-31,"Carrolls Bay",4,6,66.6666666666667,1.50797745878835
"925",2022-08-01,"Bayfront area",3,6,50,1.52879127819549
"926",2022-08-01,"Carrolls Bay",3,6,50,1.64627514318442
"927",2022-08-02,"Bayfront area",3,6,50,1.34594319327731
"928",2022-08-02,"Carrolls Bay",3,6,50,1.04834188034188
"929",2022-08-03,"Bayfront area",3,6,50,1.38675986733002
"930",2022-08-03,"Carrolls Bay",1,6,16.6666666666667,NA
"931",2022-08-03,"West End",2,6,33.3333333333333,3.56494885670327
"932",2022-08-04,"Bayfront area",3,6,50,1.5038
"933",2022-08-04,"Carrolls Bay",3,6,50,1.42876516582473
"934",2022-08-05,"Bayfront area",3,6,50,0.872225174825175
"935",2022-08-05,"Carrolls Bay",2,6,33.3333333333333,1.37846666666667
"936",2022-08-05,"West End",1,6,16.6666666666667,4.1431078369906
"937",2022-08-06,"Bayfront area",3,6,50,1.28247272727273
"938",2022-08-06,"Carrolls Bay",1,6,16.6666666666667,NA
"939",2022-08-06,"West End",2,6,33.3333333333333,2.20082522896945
"940",2022-08-07,"Bayfront area",3,6,50,1.12980916030534
"941",2022-08-07,"Carrolls Bay",3,6,50,1.62970070500928
"942",2022-08-08,"Bayfront area",3,6,50,1.36444632768362
"943",2022-08-08,"Carrolls Bay",3,6,50,1.31991603721949
"944",2022-08-09,"Bayfront area",3,6,50,1.0046275862069
"945",2022-08-09,"Carrolls Bay",3,6,50,1.23455216931217
"946",2022-08-10,"Bayfront area",3,6,50,1.54284559598817
"947",2022-08-10,"Carrolls Bay",1,6,16.6666666666667,1.36301203007519
"948",2022-08-10,"West End",2,6,33.3333333333333,2.57413963084167
"949",2022-08-11,"Bayfront area",3,6,50,1.60345528455285
"950",2022-08-11,"Carrolls Bay",3,6,50,1.44702064215992
"951",2022-08-12,"Bayfront area",3,6,50,1.53203207239282
"952",2022-08-12,"Carrolls Bay",1,6,16.6666666666667,NA
"953",2022-08-12,"West End",2,6,33.3333333333333,3.11994896975547
"954",2022-08-13,"Bayfront area",3,6,50,1.12096363636364
"955",2022-08-13,"Carrolls Bay",1,6,16.6666666666667,NA
"956",2022-08-13,"West End",2,6,33.3333333333333,2.93308452503136
"957",2022-08-14,"Bayfront area",2,6,33.3333333333333,1.78997777777778
"958",2022-08-14,"Carrolls Bay",1,6,16.6666666666667,0.818644444444445
"959",2022-08-14,"West End",3,6,50,4.22802120416239
"960",2022-08-15,"Bayfront area",2,6,33.3333333333333,1.23466315789474
"961",2022-08-15,"Carrolls Bay",1,6,16.6666666666667,1.9234972972973
"962",2022-08-15,"West End",3,6,50,5.19611055236753
"963",2022-08-16,"Bayfront area",2,6,33.3333333333333,0.8073004784689
"964",2022-08-16,"Carrolls Bay",1,6,16.6666666666667,1.82327034482759
"965",2022-08-16,"West End",3,6,50,3.40604556203719
"966",2022-08-17,"Bayfront area",3,6,50,1.24168985507246
"967",2022-08-17,"Carrolls Bay",1,6,16.6666666666667,1.4814
"968",2022-08-17,"West End",2,6,33.3333333333333,3.00899405512978
"969",2022-08-18,"Bayfront area",3,6,50,1.33365596071209
"970",2022-08-18,"Carrolls Bay",2,6,33.3333333333333,1.48421928226408
"971",2022-08-18,"West End",1,6,16.6666666666667,1.70657571884984
"972",2022-08-19,"Bayfront area",3,6,50,0.763250909090909
"973",2022-08-19,"Carrolls Bay",1,6,16.6666666666667,1.3206312849162
"974",2022-08-19,"West End",2,6,33.3333333333333,2.09543760683761
"975",2022-08-20,"Bayfront area",3,6,50,0.932111821086262
"976",2022-08-20,"Carrolls Bay",1,6,16.6666666666667,1.72750420168067
"977",2022-08-20,"West End",2,6,33.3333333333333,4.83458397006241
"978",2022-08-21,"Bayfront area",3,6,50,1.17072854291417
"979",2022-08-21,"Carrolls Bay",1,6,16.6666666666667,0.5356
"980",2022-08-21,"West End",2,6,33.3333333333333,3.81108359319248
"981",2022-08-22,"Bayfront area",3,6,50,1.17586447207895
"982",2022-08-22,"Carrolls Bay",1,6,16.6666666666667,1.28284197530864
"983",2022-08-22,"West End",2,6,33.3333333333333,2.4249754248366
"984",2022-08-23,"Bayfront area",3,6,50,0.861037894736842
"985",2022-08-23,"Carrolls Bay",1,6,16.6666666666667,1.07714225941423
"986",2022-08-23,"West End",2,6,33.3333333333333,2.5123786163522
"987",2022-08-24,"Bayfront area",4,6,66.6666666666667,1.07975727782969
"988",2022-08-24,"Carrolls Bay",1,6,16.6666666666667,1.45752307692308
"989",2022-08-24,"West End",1,6,16.6666666666667,4.45545295774648
"990",2022-08-25,"Bayfront area",3,6,50,1.00491176608187
"991",2022-08-25,"Carrolls Bay",1,6,16.6666666666667,NA
"992",2022-08-25,"West End",2,6,33.3333333333333,6.47158424405161
"993",2022-08-26,"Bayfront area",3,6,50,1.00961709401709
"994",2022-08-26,"Carrolls Bay",1,6,16.6666666666667,NA
"995",2022-08-26,"West End",2,6,33.3333333333333,3.45572878052306
"996",2022-08-27,"Bayfront area",3,6,50,1.3843453968254
"997",2022-08-27,"Carrolls Bay",1,6,16.6666666666667,1.11093003802281
"998",2022-08-27,"West End",2,6,33.3333333333333,4.76396587972494
"999",2022-08-28,"Bayfront area",4,6,66.6666666666667,1.77649656735006
"1000",2022-08-28,"Carrolls Bay",1,6,16.6666666666667,1.42567703180212
"1001",2022-08-28,"West End",1,6,16.6666666666667,4.80078285714286
"1002",2022-08-29,"Bayfront area",3,6,50,1.3980748005148
"1003",2022-08-29,"Carrolls Bay",1,6,16.6666666666667,1.52459262672811
"1004",2022-08-29,"West End",2,6,33.3333333333333,3.73637478991597
"1005",2022-08-30,"Bayfront area",4,6,66.6666666666667,1.05967495285269
"1006",2022-08-30,"Carrolls Bay",1,6,16.6666666666667,0.584564179104478
"1007",2022-08-30,"West End",1,6,16.6666666666667,5.50181834862385
"1008",2022-08-31,"Bayfront area",3,6,50,1.07340766413074
"1009",2022-08-31,"Carrolls Bay",1,6,16.6666666666667,1.17405271966527
"1010",2022-08-31,"West End",2,6,33.3333333333333,3.92123514538559
"1011",2022-09-01,"Bayfront area",3,6,50,1.05526505494506
"1012",2022-09-01,"Carrolls Bay",1,6,16.6666666666667,0.807332307692308
"1013",2022-09-01,"West End",2,6,33.3333333333333,6.18791597110009
"1014",2022-09-02,"Bayfront area",3,6,50,1.34532040133779
"1015",2022-09-02,"Carrolls Bay",1,6,16.6666666666667,1.52158924731183
"1016",2022-09-02,"West End",2,6,33.3333333333333,4.72988514094985
"1017",2022-09-03,"Bayfront area",4,6,66.6666666666667,2.12746232505115
"1018",2022-09-03,"Carrolls Bay",1,6,16.6666666666667,1.2331897810219
"1019",2022-09-03,"West End",1,6,16.6666666666667,5.86043183183183
"1020",2022-09-04,"Bayfront area",3,6,50,1.77500472844876
"1021",2022-09-04,"Carrolls Bay",1,6,16.6666666666667,1.5038
"1022",2022-09-04,"West End",2,6,33.3333333333333,7.03355683071268
"1023",2022-09-05,"Bayfront area",1,6,16.6666666666667,1.8046
"1024",2022-09-05,"Carrolls Bay",1,6,16.6666666666667,1.10935471698113
"1025",2022-09-05,"West End",4,6,66.6666666666667,6.68794821608218
"1026",2022-09-06,"Bayfront area",1,6,16.6666666666667,3.7038
"1027",2022-09-06,"Carrolls Bay",1,6,16.6666666666667,1.1278
"1028",2022-09-06,"West End",4,6,66.6666666666667,7.03328724786503
"1029",2022-09-07,"Carrolls Bay",1,6,16.6666666666667,NA
"1030",2022-09-07,"West End",5,6,83.3333333333333,6.42317123741601
"1031",2022-09-08,"Carrolls Bay",1,6,16.6666666666667,NA
"1032",2022-09-08,"West End",5,6,83.3333333333333,5.05357813599659
"1033",2022-09-09,"Carrolls Bay",2,6,33.3333333333333,1.65742285714286
"1034",2022-09-09,"West End",4,6,66.6666666666667,4.60730685507048
"1035",2022-09-10,"Bayfront area",1,6,16.6666666666667,1.68573548387097
"1036",2022-09-10,"Carrolls Bay",2,6,33.3333333333333,1.19184607208426
"1037",2022-09-10,"West End",3,6,50,3.45906371949526
"1038",2022-09-11,"Bayfront area",2,6,33.3333333333333,1.62039985865724
"1039",2022-09-11,"Carrolls Bay",4,6,66.6666666666667,1.28105123289578
"1040",2022-09-12,"Bayfront area",2,6,33.3333333333333,1.56757956307259
"1041",2022-09-12,"Carrolls Bay",1,6,16.6666666666667,0.807762790697675
"1042",2022-09-12,"West End",3,6,50,5.23058011888854
"1043",2022-09-13,"Bayfront area",2,6,33.3333333333333,1.81703692307692
"1044",2022-09-13,"Carrolls Bay",1,6,16.6666666666667,0.727690076335878
"1045",2022-09-13,"West End",3,6,50,4.01238853525798
"1046",2022-09-14,"Bayfront area",1,6,16.6666666666667,1.87256923076923
"1047",2022-09-14,"Carrolls Bay",2,6,33.3333333333333,1.62104816976127
"1048",2022-09-14,"West End",3,6,50,3.04432393936089
"1049",2022-09-15,"Carrolls Bay",1,6,16.6666666666667,1.19760717131474
"1050",2022-09-15,"West End",5,6,83.3333333333333,6.5754590252242
"1051",2022-09-16,"Carrolls Bay",1,6,16.6666666666667,0.9502
"1052",2022-09-16,"West End",5,6,83.3333333333333,5.91801907563086
"1053",2022-09-17,"West End",6,6,100,5.79982306014005
"1054",2022-09-18,"Bayfront area",1,6,16.6666666666667,3.99767755102041
"1055",2022-09-18,"West End",5,6,83.3333333333333,4.68680170915183
"1056",2022-09-19,"Bayfront area",1,6,16.6666666666667,1.74332592592593
"1057",2022-09-19,"West End",5,6,83.3333333333333,5.04872141374408
"1058",2022-09-20,"West End",6,6,100,5.50243321700909
"1059",2022-09-21,"West End",6,6,100,5.00315292085607
"1060",2022-09-22,"West End",6,6,100,4.90491360160947
"1061",2022-09-23,"West End",6,6,100,6.02441271687884
"1062",2022-09-24,"West End",6,6,100,6.09742683539634
"1063",2022-09-25,"West End",6,6,100,5.11990666768637
"1064",2022-09-26,"West End",6,6,100,4.41811065262094
"1065",2022-09-27,"Bayfront area",3,6,50,1.63557187987498
"1066",2022-09-27,"West End",3,6,50,4.32964330958362
"1067",2022-09-28,"West End",6,6,100,5.21583503455334
"1068",2022-09-29,"West End",6,6,100,6.41330412613348
"1069",2022-09-30,"West End",6,6,100,6.365831981825
"1070",2022-10-01,"West End",6,6,100,6.13894198300127
"1071",2022-10-02,"West End",6,6,100,5.44520361818607
"1072",2022-10-03,"West End",6,6,100,6.11208831921791
"1073",2022-10-04,"West End",6,6,100,6.29629684041723
"1074",2022-10-05,"West End",6,6,100,5.07147763493492
"1075",2022-10-06,"Bayfront area",1,6,16.6666666666667,1.88105632458234
"1076",2022-10-06,"West End",5,6,83.3333333333333,5.18115946643743
"1077",2022-10-07,"West End",6,6,100,4.03460647409043
"1078",2022-10-08,"West End",6,6,100,5.95484580560682
"1079",2022-10-09,"North shore",1,6,16.6666666666667,7.43324905660377
"1080",2022-10-09,"West End",5,6,83.3333333333333,4.73136920417123
"1081",2022-10-10,"North shore",1,6,16.6666666666667,8.57050139534884
"1082",2022-10-10,"West End",5,6,83.3333333333333,4.80122208724609
"1083",2022-10-11,"North shore",1,6,16.6666666666667,8.21153519163763
"1084",2022-10-11,"West End",5,6,83.3333333333333,5.12942769010351
"1085",2022-10-12,"North shore",1,6,16.6666666666667,8.49157643097643
"1086",2022-10-12,"West End",5,6,83.3333333333333,5.54117148653741
"1087",2022-10-13,"North shore",1,6,16.6666666666667,6.05164299065421
"1088",2022-10-13,"West End",5,6,83.3333333333333,4.03764026094589
"1089",2022-10-14,"North shore",1,6,16.6666666666667,6.89233503184713
"1090",2022-10-14,"West End",5,6,83.3333333333333,4.61258378283717
"1091",2022-10-15,"Bayfront area",1,6,16.6666666666667,1.12421904761905
"1092",2022-10-15,"North shore",1,6,16.6666666666667,7.87684715447154
"1093",2022-10-15,"West End",4,6,66.6666666666667,4.10334563643266
"1094",2022-10-16,"North shore",1,6,16.6666666666667,7.85773
"1095",2022-10-16,"West End",5,6,83.3333333333333,3.96764850763394
"1096",2022-10-17,"North shore",1,6,16.6666666666667,4.51714755555556
"1097",2022-10-17,"West End",5,6,83.3333333333333,4.65992201995393
"1098",2022-10-18,"North shore",1,6,16.6666666666667,5.05594382022472
"1099",2022-10-18,"West End",5,6,83.3333333333333,5.54368147355265
"1100",2022-10-19,"North shore",1,6,16.6666666666667,5.76440145985401
"1101",2022-10-19,"West End",5,6,83.3333333333333,5.26479264362425
"1102",2022-10-20,"North shore",1,6,16.6666666666667,4.93842101167315
"1103",2022-10-20,"West End",5,6,83.3333333333333,6.2619406932608
"1104",2022-10-21,"Central",1,6,16.6666666666667,5.86721204819277
"1105",2022-10-21,"West End",5,6,83.3333333333333,5.7628362554099
"1106",2022-10-22,"Bayfront area",1,6,16.6666666666667,2.16393195876289
"1107",2022-10-22,"North shore",1,6,16.6666666666667,6.91063270440252
"1108",2022-10-22,"West End",4,6,66.6666666666667,5.43452513286369
"1109",2022-10-23,"Bayfront area",1,6,16.6666666666667,2.26671896955504
"1110",2022-10-23,"Central",1,6,16.6666666666667,7.37491204188482
"1111",2022-10-23,"West End",4,6,66.6666666666667,6.03393144699215
"1112",2022-10-24,"North shore",1,6,16.6666666666667,6.1725864118896
"1113",2022-10-24,"West End",5,6,83.3333333333333,5.75177453372724
"1114",2022-10-25,"North shore",1,6,16.6666666666667,1.62272093023256
"1115",2022-10-25,"West End",5,6,83.3333333333333,5.1760741931992
"1116",2022-10-26,"North shore",1,6,16.6666666666667,0.716260273972603
"1117",2022-10-26,"West End",5,6,83.3333333333333,5.32479225287061
"1118",2022-10-27,"Bayfront area",1,6,16.6666666666667,2.34283858093126
"1119",2022-10-27,"North shore",1,6,16.6666666666667,8.1966
"1120",2022-10-27,"West End",4,6,66.6666666666667,5.39576445649707
"1121",2022-10-28,"North shore",1,6,16.6666666666667,8.09920983606557
"1122",2022-10-28,"West End",5,6,83.3333333333333,4.11472057917957
"1123",2022-10-29,"Central",1,6,16.6666666666667,7.69180143626571
"1124",2022-10-29,"West End",5,6,83.3333333333333,4.73250473936817
"1125",2022-10-30,"North shore",1,6,16.6666666666667,6.85068877805486
"1126",2022-10-30,"West End",5,6,83.3333333333333,5.170490453305
"1127",2022-10-31,"Central",1,6,16.6666666666667,7.11998043117745
"1128",2022-10-31,"West End",5,6,83.3333333333333,4.0910853461776
"1129",2022-11-01,"Central",1,6,16.6666666666667,6.38177333333333
"1130",2022-11-01,"West End",5,6,83.3333333333333,4.82892218472099
"1131",2022-11-02,"North shore",1,6,16.6666666666667,6.16207431421446
"1132",2022-11-02,"West End",5,6,83.3333333333333,4.33434341595018
"1133",2022-11-03,"Bayfront area",1,6,16.6666666666667,0.810341772151899
"1134",2022-11-03,"North shore",1,6,16.6666666666667,7.69966768447837
"1135",2022-11-03,"West End",4,6,66.6666666666667,4.64557266096165
"1136",2022-11-04,"Bayfront area",1,6,16.6666666666667,0.717157303370787
"1137",2022-11-04,"North shore",1,6,16.6666666666667,8.04011764705882
"1138",2022-11-04,"West End",4,6,66.6666666666667,3.66157307436266
"1139",2022-11-05,"Bayfront area",1,6,16.6666666666667,0.75740813559322
"1140",2022-11-05,"North shore",1,6,16.6666666666667,8.09830486891386
"1141",2022-11-05,"West End",4,6,66.6666666666667,3.5272099536769
"1142",2022-11-06,"Bayfront area",2,6,33.3333333333333,0.750534879832811
"1143",2022-11-06,"North shore",1,6,16.6666666666667,8.17304337349398
"1144",2022-11-06,"West End",3,6,50,2.83074054081185
"1145",2022-11-07,"Bayfront area",2,6,33.3333333333333,1.41750221278681
"1146",2022-11-07,"North shore",1,6,16.6666666666667,6.90293552238806
"1147",2022-11-07,"West End",3,6,50,2.99111866953124
"1148",2022-11-08,"North shore",1,6,16.6666666666667,6.29049430051813
"1149",2022-11-08,"West End",5,6,83.3333333333333,4.3128596010268
"1150",2022-11-09,"North shore",1,6,16.6666666666667,8.29493846153846
"1151",2022-11-09,"West End",5,6,83.3333333333333,5.90381086366814
"1152",2022-11-10,"North shore",1,6,16.6666666666667,7.37418545454545
"1153",2022-11-10,"West End",5,6,83.3333333333333,4.97874917613483
"1154",2022-11-11,"North shore",1,6,16.6666666666667,7.41363529411765
"1155",2022-11-11,"West End",5,6,83.3333333333333,4.56832505450762
"1156",2022-11-12,"Bayfront area",1,6,16.6666666666667,0.910604705882353
"1157",2022-11-12,"North shore",1,6,16.6666666666667,7.59630404624277
"1158",2022-11-12,"West End",4,6,66.6666666666667,4.36987723517059
"1159",2022-11-13,"North shore",1,6,16.6666666666667,8.18430494296578
"1160",2022-11-13,"West End",5,6,83.3333333333333,5.08986531995855
"1161",2022-11-14,"Central",1,6,16.6666666666667,7.45161866666667
"1162",2022-11-14,"West End",5,6,83.3333333333333,5.42864808994067
"1163",2022-11-15,"North shore",1,6,16.6666666666667,8.76732842105263
"1164",2022-11-15,"West End",5,6,83.3333333333333,5.73488917258358
"1165",2022-11-16,"North shore",1,6,16.6666666666667,8.0086
"1166",2022-11-16,"West End",5,6,83.3333333333333,6.57684971057601
"1167",2022-11-17,"North shore",1,6,16.6666666666667,8.3510466367713
"1168",2022-11-17,"West End",5,6,83.3333333333333,6.182966851528
"1169",2022-11-18,"North shore",1,6,16.6666666666667,7.00488888888889
"1170",2022-11-18,"West End",5,6,83.3333333333333,6.42979567967504
"1171",2022-11-19,"North shore",1,6,16.6666666666667,8.66353953488372
"1172",2022-11-19,"West End",5,6,83.3333333333333,6.19163032131437
"1173",2022-11-20,"North shore",1,6,16.6666666666667,7.98874382022472
"1174",2022-11-20,"West End",5,6,83.3333333333333,6.27749415870813
"1175",2022-11-21,"Central",1,6,16.6666666666667,6.80820597014925
"1176",2022-11-21,"West End",5,6,83.3333333333333,7.05709062393297
"1177",2022-11-22,"Central",1,6,16.6666666666667,7.59585132075472
"1178",2022-11-22,"West End",5,6,83.3333333333333,6.16801308802526
"1179",2022-11-23,"North shore",1,6,16.6666666666667,8.38385439093484
"1180",2022-11-23,"West End",5,6,83.3333333333333,5.90131960848902
"1181",2022-11-24,"North shore",1,6,16.6666666666667,7.50829713193117
"1182",2022-11-24,"West End",5,6,83.3333333333333,6.46063831274093
"1183",2022-11-25,"North shore",1,6,16.6666666666667,7.03640169014085
"1184",2022-11-25,"West End",5,6,83.3333333333333,6.25991728046407
"1185",2022-11-26,"North shore",1,6,16.6666666666667,6.65945714285714
"1186",2022-11-26,"West End",5,6,83.3333333333333,6.32589813921019
"1187",2022-11-27,"Central",1,6,16.6666666666667,6.81023792325056
"1188",2022-11-27,"West End",5,6,83.3333333333333,5.61237714767777
"1189",2022-11-28,"Central",1,6,16.6666666666667,6.74119076923077
"1190",2022-11-28,"West End",5,6,83.3333333333333,5.62049075125476
"1191",2022-11-29,"North shore",1,6,16.6666666666667,7.22548542094456
"1192",2022-11-29,"West End",5,6,83.3333333333333,5.23038426776916
"1193",2022-11-30,"Central",1,6,16.6666666666667,7.0303935483871
"1194",2022-11-30,"West End",5,6,83.3333333333333,5.42182968431992
"1195",2022-12-01,"North shore",1,6,16.6666666666667,6.84923930131004
"1196",2022-12-01,"West End",5,6,83.3333333333333,5.91847690856335
"1197",2022-12-02,"North shore",1,6,16.6666666666667,7.32054394904459
"1198",2022-12-02,"West End",5,6,83.3333333333333,6.0434668739244
"1199",2022-12-03,"North shore",1,6,16.6666666666667,7.16346769230769
"1200",2022-12-03,"West End",5,6,83.3333333333333,5.86729457764923
"1201",2022-12-04,"North shore",1,6,16.6666666666667,6.84940909090909
"1202",2022-12-04,"West End",5,6,83.3333333333333,6.25775405809193
"1203",2022-12-05,"North shore",1,6,16.6666666666667,6.84536850393701
"1204",2022-12-05,"West End",5,6,83.3333333333333,6.46104956106905
"1205",2022-12-06,"North shore",1,6,16.6666666666667,6.49627248322148
"1206",2022-12-06,"West End",5,6,83.3333333333333,6.37888029816302
"1207",2022-12-07,"North shore",1,6,16.6666666666667,7.4309081232493
"1208",2022-12-07,"West End",5,6,83.3333333333333,6.27640053788681
"1209",2022-12-08,"North shore",1,6,16.6666666666667,6.77912609457093
"1210",2022-12-08,"West End",5,6,83.3333333333333,6.08905006123055
"1211",2022-12-09,"North shore",1,6,16.6666666666667,6.48682833099579
"1212",2022-12-09,"West End",5,6,83.3333333333333,5.85232536645055
"1213",2022-12-10,"West End",6,6,100,5.78560909792187
"1214",2022-12-11,"West End",6,6,100,5.82490514988268
"1215",2022-12-12,"West End",6,6,100,5.77526881187069
"1216",2022-12-13,"West End",6,6,100,5.59457250049685
"1217",2022-12-14,"West End",6,6,100,5.75638451437743
"1218",2022-12-15,"West End",6,6,100,5.67598249069487
"1219",2022-12-16,"West End",6,6,100,5.46858369836424
"1220",2022-12-17,"West End",6,6,100,5.44591947294446
"1221",2022-12-18,"West End",6,6,100,5.40192511150484
"1222",2022-12-19,"West End",6,6,100,5.50351338690434
"1223",2022-12-20,"West End",6,6,100,5.55319372656775
"1224",2022-12-21,"West End",6,6,100,5.60778451541233
"1225",2022-12-22,"West End",6,6,100,5.47323825588116
"1226",2022-12-23,"West End",6,6,100,5.28481681967702
"1227",2022-12-24,"West End",6,6,100,5.27817631180482
"1228",2022-12-25,"West End",6,6,100,5.31401284958077
"1229",2022-12-26,"West End",6,6,100,5.39689756124206
"1230",2022-12-27,"West End",6,6,100,5.08613170447794
"1231",2022-12-28,"West End",6,6,100,5.00922035747146
"1232",2022-12-29,"Central",1,6,16.6666666666667,5.94249579831933
"1233",2022-12-29,"North shore",1,6,16.6666666666667,4.76046419400856
"1234",2022-12-29,"West End",4,6,66.6666666666667,4.72163733416153
"1235",2022-12-30,"North shore",2,6,33.3333333333333,5.46799962169587
"1236",2022-12-30,"West End",4,6,66.6666666666667,4.60253994276282
"1237",2022-12-31,"North shore",2,6,33.3333333333333,5.44342376237624
"1238",2022-12-31,"West End",4,6,66.6666666666667,4.45148312857131
"1239",2023-01-01,"North shore",2,6,33.3333333333333,6.1554896969697
"1240",2023-01-01,"West End",4,6,66.6666666666667,3.71296594467461
"1241",2023-01-02,"North shore",2,6,33.3333333333333,5.49270017338975
"1242",2023-01-02,"West End",4,6,66.6666666666667,3.49310150668162
"1243",2023-01-03,"North shore",2,6,33.3333333333333,5.39274959663482
"1244",2023-01-03,"West End",4,6,66.6666666666667,3.7973300195799
"1245",2023-01-04,"North shore",2,6,33.3333333333333,5.21150415664072
"1246",2023-01-04,"West End",4,6,66.6666666666667,4.32180006017187
"1247",2023-01-05,"North shore",2,6,33.3333333333333,5.18743962047342
"1248",2023-01-05,"West End",4,6,66.6666666666667,4.66690685952162
"1249",2023-01-06,"North shore",2,6,33.3333333333333,5.22693371989295
"1250",2023-01-06,"West End",4,6,66.6666666666667,4.05096559986382
"1251",2023-01-07,"North shore",2,6,33.3333333333333,5.32247916738203
"1252",2023-01-07,"West End",4,6,66.6666666666667,3.95009083050887
"1253",2023-01-08,"North shore",2,6,33.3333333333333,5.3583746482731
"1254",2023-01-08,"West End",4,6,66.6666666666667,3.85074090095567
"1255",2023-01-09,"North shore",2,6,33.3333333333333,5.11051621482872
"1256",2023-01-09,"West End",4,6,66.6666666666667,3.88365033242068
"1257",2023-01-10,"North shore",2,6,33.3333333333333,5.04267167071627
"1258",2023-01-10,"West End",4,6,66.6666666666667,4.05714303452411
"1259",2023-01-11,"North shore",2,6,33.3333333333333,4.83696640830504
"1260",2023-01-11,"West End",4,6,66.6666666666667,5.25351390051607
