"","date","rec_group_adjusted_new","individuals_at_receiver","total_individuals","proportion","avg_depth"
"449",2022-02-25,"West End",9,16,56.25,3.2847860331501
"450",2022-02-26,"Bayfront area",3,16,18.75,1.47146901598434
"451",2022-02-26,"Carrolls Bay",4,16,25,0.707089790529735
"452",2022-02-26,"North shore",1,16,6.25,3.29272444444444
"453",2022-02-26,"West End",8,16,50,2.91512439311364
"454",2022-02-27,"Bayfront area",2,16,12.5,0.914943642027754
"455",2022-02-27,"Carrolls Bay",4,16,25,0.656149111898203
"456",2022-02-27,"North shore",1,16,6.25,3.19797971014493
"457",2022-02-27,"West End",9,16,56.25,2.6470111113302
"458",2022-02-28,"Bayfront area",2,16,12.5,1.00165467651829
"459",2022-02-28,"Carrolls Bay",4,16,25,0.664074743208168
"460",2022-02-28,"North shore",1,16,6.25,3.20598719211823
"461",2022-02-28,"West End",9,16,56.25,2.17934690469838
"462",2022-03-01,"Bayfront area",2,16,12.5,0.835282591804087
"463",2022-03-01,"Carrolls Bay",4,16,25,0.635334245823307
"464",2022-03-01,"North shore",1,16,6.25,3.40461807909605
"465",2022-03-01,"West End",9,16,56.25,2.10944366359842
"466",2022-03-02,"Bayfront area",3,16,18.75,0.877822570489448
"467",2022-03-02,"Carrolls Bay",4,16,25,0.712174933095451
"468",2022-03-02,"North shore",1,16,6.25,3.69742480620155
"469",2022-03-02,"West End",8,16,50,2.33960406918084
"470",2022-03-03,"Bayfront area",3,16,18.75,0.736027384077587
"471",2022-03-03,"Carrolls Bay",4,16,25,0.731844276609666
"472",2022-03-03,"North shore",1,16,6.25,3.33352817679558
"473",2022-03-03,"West End",8,16,50,2.37354720892016
"474",2022-03-04,"Bayfront area",3,16,18.75,0.734525906157011
"475",2022-03-04,"Carrolls Bay",4,16,25,0.853096488538784
"476",2022-03-04,"North shore",1,16,6.25,3.08885214007782
"477",2022-03-04,"West End",8,16,50,2.28050715572299
"478",2022-03-05,"Bayfront area",3,16,18.75,0.642620017316017
"479",2022-03-05,"Carrolls Bay",4,16,25,0.874644823524176
"480",2022-03-05,"North shore",1,16,6.25,3.57735930047695
"481",2022-03-05,"West End",8,16,50,2.22502243503518
"482",2022-03-06,"Bayfront area",3,16,18.75,0.625136428812782
"483",2022-03-06,"Carrolls Bay",4,16,25,0.783285178869618
"484",2022-03-06,"North shore",1,16,6.25,3.53942222222222
"485",2022-03-06,"West End",8,16,50,2.258977685996
"486",2022-03-07,"Bayfront area",4,16,25,1.26451711463887
"487",2022-03-07,"Carrolls Bay",4,16,25,0.855413880647498
"488",2022-03-07,"North shore",1,16,6.25,2.71841167315175
"489",2022-03-07,"West End",7,16,43.75,3.42233239209079
"490",2022-03-08,"Bayfront area",3,16,18.75,0.932706017970633
"491",2022-03-08,"Carrolls Bay",4,16,25,1.01632352933627
"492",2022-03-08,"North shore",2,16,12.5,3.47478703357182
"493",2022-03-08,"West End",7,16,43.75,5.3548503821593
"494",2022-03-09,"Bayfront area",2,16,12.5,0.660608531101913
"495",2022-03-09,"Carrolls Bay",3,16,18.75,0.756296485877095
"496",2022-03-09,"North shore",2,16,12.5,3.95188831110325
"497",2022-03-09,"West End",9,16,56.25,4.54630249159565
"498",2022-03-10,"Bayfront area",2,16,12.5,0.68775329153605
"499",2022-03-10,"Carrolls Bay",5,16,31.25,0.898737891946042
"500",2022-03-10,"North shore",1,16,6.25,2.95957816291161
"501",2022-03-10,"West End",8,16,50,5.41705743493622
"502",2022-03-11,"Bayfront area",2,16,12.5,0.731835398230088
"503",2022-03-11,"Carrolls Bay",5,16,31.25,1.05714845841989
"504",2022-03-11,"North shore",1,16,6.25,2.77890438247012
"505",2022-03-11,"West End",8,16,50,4.95981197426223
"506",2022-03-12,"Bayfront area",3,16,18.75,1.67740377043991
"507",2022-03-12,"Carrolls Bay",5,16,31.25,0.781947565139263
"508",2022-03-12,"North shore",1,16,6.25,2.93487878787879
"509",2022-03-12,"West End",7,16,43.75,4.52452677732318
"510",2022-03-13,"Bayfront area",3,16,18.75,1.6996544756634
"511",2022-03-13,"Carrolls Bay",5,16,31.25,0.827378904959304
"512",2022-03-13,"North shore",2,16,12.5,3.65883216783217
"513",2022-03-13,"West End",6,16,37.5,5.91609559168925
"514",2022-03-14,"Bayfront area",3,16,18.75,1.67958624616185
"515",2022-03-14,"Carrolls Bay",5,16,31.25,0.936907865686659
"516",2022-03-14,"Central",1,16,6.25,3.94561677419355
"517",2022-03-14,"North shore",2,16,12.5,3.666928
"518",2022-03-14,"West End",5,16,31.25,5.22739705560384
"519",2022-03-15,"Bayfront area",3,16,18.75,1.63001562335553
"520",2022-03-15,"Carrolls Bay",6,16,37.5,1.07735490667623
"521",2022-03-15,"North shore",2,16,12.5,3.50884828239754
"522",2022-03-15,"West End",5,16,31.25,4.99539980108219
"523",2022-03-16,"Bayfront area",3,16,18.75,0.974146929880327
"524",2022-03-16,"Carrolls Bay",6,16,37.5,1.16862406778458
"525",2022-03-16,"North shore",2,16,12.5,3.41507996414164
"526",2022-03-16,"West End",5,16,31.25,5.6021697742202
"527",2022-03-17,"Bayfront area",3,16,18.75,0.671233711916992
"528",2022-03-17,"Carrolls Bay",6,16,37.5,0.891047703693535
"529",2022-03-17,"North shore",2,16,12.5,3.36816153095522
"530",2022-03-17,"West End",5,16,31.25,5.7016923912981
"531",2022-03-18,"Bayfront area",2,16,12.5,0.560170648355819
"532",2022-03-18,"Carrolls Bay",6,16,37.5,0.799828190923197
"533",2022-03-18,"North shore",1,16,6.25,2.28607375201288
"534",2022-03-18,"West End",7,16,43.75,4.8649338709985
"535",2022-03-19,"Bayfront area",3,16,18.75,1.05806355345104
"536",2022-03-19,"Carrolls Bay",8,16,50,0.740017252493513
"537",2022-03-19,"North shore",1,16,6.25,2.15063308270677
"538",2022-03-19,"West End",4,16,25,6.46621947863248
"539",2022-03-20,"Bayfront area",2,16,12.5,0.623772318104907
"540",2022-03-20,"Carrolls Bay",9,16,56.25,0.80720026823869
"541",2022-03-20,"West End",5,16,31.25,5.54908280465977
"542",2022-03-21,"Bayfront area",2,16,12.5,0.813920851987519
"543",2022-03-21,"Carrolls Bay",9,16,56.25,0.945933982141585
"544",2022-03-21,"North shore",1,16,6.25,4.22671343283582
"545",2022-03-21,"West End",4,16,25,6.2211447938331
"546",2022-03-22,"Bayfront area",2,16,12.5,1.52866399186372
"547",2022-03-22,"Carrolls Bay",10,16,62.5,1.07392917600577
"548",2022-03-22,"North shore",1,16,6.25,4.10778431372549
"549",2022-03-22,"West End",3,16,18.75,5.94943630521367
"550",2022-03-23,"Bayfront area",2,16,12.5,1.72180092371134
"551",2022-03-23,"Carrolls Bay",10,16,62.5,1.15185750863975
"552",2022-03-23,"North shore",1,16,6.25,NA
"553",2022-03-23,"West End",3,16,18.75,5.80097555990433
"554",2022-03-24,"Bayfront area",2,16,12.5,1.85386833232404
"555",2022-03-24,"Carrolls Bay",9,16,56.25,1.07421010494553
"556",2022-03-24,"North shore",1,16,6.25,4.38410188679245
"557",2022-03-24,"West End",4,16,25,5.23333205937124
"558",2022-03-25,"Bayfront area",1,16,6.25,1.72475802469136
"559",2022-03-25,"Carrolls Bay",10,16,62.5,0.914088875933344
"560",2022-03-25,"West End",5,16,31.25,4.96461564329373
"561",2022-03-26,"Bayfront area",1,16,6.25,1.73031041162228
"562",2022-03-26,"Carrolls Bay",13,16,81.25,0.691804906540793
"563",2022-03-26,"West End",2,16,12.5,8.02757464480874
"564",2022-03-27,"Bayfront area",1,16,6.25,1.9362
"565",2022-03-27,"Carrolls Bay",12,16,75,0.949124838298956
"566",2022-03-27,"West End",3,16,18.75,5.13783864871176
"567",2022-03-28,"Carrolls Bay",10,16,62.5,1.49548874346051
"568",2022-03-28,"West End",6,16,37.5,3.73289403965669
"569",2022-03-29,"Carrolls Bay",9,16,56.25,1.54081092977546
"570",2022-03-29,"West End",7,16,43.75,4.19445252804077
"571",2022-03-30,"Carrolls Bay",11,16,68.75,1.19707966112779
"572",2022-03-30,"West End",5,16,31.25,5.12926806526425
"573",2022-03-31,"Carrolls Bay",11,16,68.75,1.27748640299212
"574",2022-03-31,"Central",1,16,6.25,4.24533043478261
"575",2022-03-31,"West End",4,16,25,4.88341253082907
"576",2022-04-01,"Bayfront area",1,16,6.25,2.27045614849188
"577",2022-04-01,"Carrolls Bay",13,16,81.25,0.873752693823704
"578",2022-04-01,"West End",2,16,12.5,8.12523804989526
"579",2022-04-02,"Bayfront area",1,16,6.25,2.20543981900453
"580",2022-04-02,"Carrolls Bay",12,16,75,0.767736445023032
"581",2022-04-02,"West End",3,16,18.75,4.94473930780109
"582",2022-04-03,"Bayfront area",1,16,6.25,2.15541339712919
"583",2022-04-03,"Carrolls Bay",13,16,81.25,0.592510986522487
"584",2022-04-03,"West End",2,16,12.5,7.62455454753723
"585",2022-04-04,"Carrolls Bay",13,16,81.25,0.815621835492242
"586",2022-04-04,"West End",3,16,18.75,6.11905661098564
"587",2022-04-05,"Carrolls Bay",13,16,81.25,0.53296314133065
"588",2022-04-05,"West End",3,16,18.75,6.40155316042435
"589",2022-04-06,"Carrolls Bay",14,16,87.5,0.469549603315969
"590",2022-04-06,"North shore",1,16,6.25,4.78636744186047
"591",2022-04-06,"West End",1,16,6.25,12.737723699422
"592",2022-04-07,"Carrolls Bay",14,16,87.5,0.341222777356559
"593",2022-04-07,"West End",2,16,12.5,8.63874814814815
"594",2022-04-08,"Carrolls Bay",14,16,87.5,0.365582844638074
"595",2022-04-08,"West End",2,16,12.5,6.30470655774904
"596",2022-04-09,"Carrolls Bay",14,16,87.5,0.473291747074309
"597",2022-04-09,"West End",2,16,12.5,6.65719924528302
"598",2022-04-10,"Carrolls Bay",14,16,87.5,0.980938090046141
"599",2022-04-10,"West End",2,16,12.5,5.91431574569222
"600",2022-04-11,"Carrolls Bay",14,16,87.5,0.934212987007736
"601",2022-04-11,"West End",2,16,12.5,6.6590803587444
"602",2022-04-12,"Carrolls Bay",14,16,87.5,0.892526008921573
"603",2022-04-12,"West End",2,16,12.5,6.56027416735708
"604",2022-04-13,"Carrolls Bay",13,16,81.25,0.49887805514682
"605",2022-04-13,"Grindstone",1,16,6.25,0.421825418060201
"606",2022-04-13,"West End",2,16,12.5,7.63007172413793
"607",2022-04-14,"Carrolls Bay",13,16,81.25,0.357319247677158
"608",2022-04-14,"Grindstone",1,16,6.25,0.324044705882353
"609",2022-04-14,"West End",2,16,12.5,8.49830872154116
"610",2022-04-15,"Carrolls Bay",13,16,81.25,0.429776799086311
"611",2022-04-15,"Central",1,16,6.25,2.2558
"612",2022-04-15,"Grindstone",1,16,6.25,0.457097297297297
"613",2022-04-15,"West End",1,16,6.25,10.4067680473373
"614",2022-04-16,"Carrolls Bay",12,14,85.7142857142857,0.629274431062747
"615",2022-04-16,"Central",1,14,7.14285714285714,2.40278181818182
"616",2022-04-16,"West End",1,14,7.14285714285714,11.2442888888889
"617",2022-04-17,"Carrolls Bay",12,14,85.7142857142857,0.78939551311422
"618",2022-04-17,"Central",1,14,7.14285714285714,2.40177647058824
"619",2022-04-17,"West End",1,14,7.14285714285714,12.0462
"620",2022-04-18,"Carrolls Bay",13,14,92.8571428571429,1.09117643664476
"621",2022-04-18,"West End",1,14,7.14285714285714,11.5065021420519
"622",2022-04-19,"Carrolls Bay",13,14,92.8571428571429,1.1759884152397
"623",2022-04-19,"West End",1,14,7.14285714285714,12.0517325301205
"624",2022-04-20,"Carrolls Bay",10,14,71.4285714285714,1.71281319117877
"625",2022-04-20,"West End",4,14,28.5714285714286,5.74724361337431
"626",2022-04-21,"Carrolls Bay",12,14,85.7142857142857,1.41957792804548
"627",2022-04-21,"Central",1,14,7.14285714285714,13.37412
"628",2022-04-21,"West End",1,14,7.14285714285714,0.887127931769723
"629",2022-04-22,"Carrolls Bay",13,14,92.8571428571429,1.26713312005807
"630",2022-04-22,"North shore",1,14,7.14285714285714,17.9503980952381
"631",2022-04-23,"Carrolls Bay",12,14,85.7142857142857,1.35363847534037
"632",2022-04-23,"Central",1,14,7.14285714285714,12.0194656084656
"633",2022-04-23,"Grindstone",1,14,7.14285714285714,0.628257142857143
"634",2022-04-24,"Carrolls Bay",12,14,85.7142857142857,1.33044201989377
"635",2022-04-24,"Grindstone",1,14,7.14285714285714,0.599220289855072
"636",2022-04-24,"North shore",1,14,7.14285714285714,17.7712580645161
"637",2022-04-25,"Carrolls Bay",12,14,85.7142857142857,0.886980657702425
"638",2022-04-25,"Central",1,14,7.14285714285714,14.5716126721763
"639",2022-04-25,"Grindstone",1,14,7.14285714285714,0.396661935483871
"640",2022-04-26,"Carrolls Bay",12,14,85.7142857142857,1.08925150052149
"641",2022-04-26,"Central",1,14,7.14285714285714,15.3283847715736
"642",2022-04-26,"Grindstone",1,14,7.14285714285714,0.673927918781726
"643",2022-04-27,"Carrolls Bay",13,14,92.8571428571429,1.19712526894771
"644",2022-04-27,"Central",1,14,7.14285714285714,14.1857781181619
"645",2022-04-28,"Carrolls Bay",12,14,85.7142857142857,1.68998637080129
"646",2022-04-28,"Central",1,14,7.14285714285714,15.9178335195531
"647",2022-04-28,"West End",1,14,7.14285714285714,1.37358025316456
"648",2022-04-29,"Carrolls Bay",9,14,64.2857142857143,1.64062894318299
"649",2022-04-29,"Central",1,14,7.14285714285714,18.2952322580645
"650",2022-04-29,"West End",4,14,28.5714285714286,1.97228639961377
"651",2022-04-30,"Carrolls Bay",13,14,92.8571428571429,1.86113368231331
"652",2022-04-30,"West End",1,14,7.14285714285714,2.17710857142857
"653",2022-05-01,"Carrolls Bay",12,14,85.7142857142857,1.81328832441287
"654",2022-05-01,"West End",2,14,14.2857142857143,1.52798479532164
"655",2022-05-02,"Carrolls Bay",10,12,83.3333333333333,2.08273284333453
"656",2022-05-02,"West End",2,12,16.6666666666667,1.52779798992021
"657",2022-05-03,"Carrolls Bay",8,12,66.6666666666667,1.58708323376964
"658",2022-05-03,"West End",4,12,33.3333333333333,2.10086099566509
"659",2022-05-04,"Carrolls Bay",11,12,91.6666666666667,2.07051112131497
"660",2022-05-04,"Grindstone",1,12,8.33333333333333,0.316673282442748
"661",2022-05-05,"Carrolls Bay",10,12,83.3333333333333,2.04572201338906
"662",2022-05-05,"Grindstone",1,12,8.33333333333333,0.61572380952381
"663",2022-05-05,"West End",1,12,8.33333333333333,2.20007625899281
"664",2022-05-06,"Carrolls Bay",10,12,83.3333333333333,1.89694515325152
"665",2022-05-06,"Grindstone",1,12,8.33333333333333,0.704305263157895
"666",2022-05-06,"West End",1,12,8.33333333333333,3.77524648648649
"667",2022-05-07,"Carrolls Bay",12,12,100,2.01773484693242
"668",2022-05-08,"Carrolls Bay",11,12,91.6666666666667,1.99825650744629
"669",2022-05-08,"West End",1,12,8.33333333333333,3.7035898989899
"670",2022-05-09,"Carrolls Bay",12,12,100,1.62054970211385
"671",2022-05-10,"Carrolls Bay",11,12,91.6666666666667,1.70890704849815
"672",2022-05-10,"Grindstone",1,12,8.33333333333333,0.607476767676768
"673",2022-05-11,"Carrolls Bay",10,12,83.3333333333333,1.47318309316065
"674",2022-05-11,"Grindstone",1,12,8.33333333333333,0.534727835051546
"675",2022-05-11,"West End",1,12,8.33333333333333,1.5991756097561
"676",2022-05-12,"Carrolls Bay",11,12,91.6666666666667,1.24452375014747
"677",2022-05-12,"Grindstone",1,12,8.33333333333333,0.585841379310345
"678",2022-05-13,"Carrolls Bay",11,12,91.6666666666667,0.875923322326372
"679",2022-05-13,"West End",1,12,8.33333333333333,3.15044742268041
"680",2022-05-14,"Carrolls Bay",11,12,91.6666666666667,1.09854468173475
"681",2022-05-14,"West End",1,12,8.33333333333333,2.39993333333333
"682",2022-05-15,"Carrolls Bay",9,12,75,0.859212071090419
"683",2022-05-15,"West End",3,12,25,2.31518547770701
"684",2022-05-16,"Carrolls Bay",11,11,100,0.785774105860902
"685",2022-05-17,"Carrolls Bay",11,11,100,0.926416361161076
"686",2022-05-18,"Carrolls Bay",11,11,100,0.881041087783436
"687",2022-05-19,"Carrolls Bay",8,11,72.7272727272727,1.17850568612099
"688",2022-05-19,"West End",3,11,27.2727272727273,2.58900214268085
"689",2022-05-20,"Carrolls Bay",11,11,100,1.12467688318002
"690",2022-05-21,"Carrolls Bay",11,11,100,0.921113793979366
"691",2022-05-22,"Carrolls Bay",11,11,100,0.902810686706205
"692",2022-05-23,"Carrolls Bay",11,11,100,1.30069909951976
"693",2022-05-24,"Carrolls Bay",6,11,54.5454545454545,1.73782652683181
"694",2022-05-24,"North shore",1,11,9.09090909090909,1.20708695652174
"695",2022-05-24,"West End",4,11,36.3636363636364,1.84880676538873
"696",2022-05-25,"Carrolls Bay",8,11,72.7272727272727,1.23637212026848
"697",2022-05-25,"West End",3,11,27.2727272727273,1.24303760567427
"698",2022-05-26,"Carrolls Bay",5,11,45.4545454545455,1.65381435897436
"699",2022-05-26,"West End",6,11,54.5454545454545,1.31585354215864
"700",2022-05-27,"Carrolls Bay",9,11,81.8181818181818,0.875536325027406
"701",2022-05-27,"North shore",1,11,9.09090909090909,0.927969470404984
"702",2022-05-27,"West End",1,11,9.09090909090909,0.581782608695652
"703",2022-05-28,"Carrolls Bay",6,11,54.5454545454545,0.963888515315065
"704",2022-05-28,"North shore",2,11,18.1818181818182,0.574034832756632
"705",2022-05-28,"West End",3,11,27.2727272727273,0.969699116892665
"706",2022-05-29,"Carrolls Bay",8,11,72.7272727272727,1.22342302951535
"707",2022-05-29,"North shore",1,11,9.09090909090909,0.753744827586207
"708",2022-05-29,"West End",2,11,18.1818181818182,1.31450041185496
"709",2022-05-30,"Carrolls Bay",7,11,63.6363636363636,1.2727779245366
"710",2022-05-30,"North shore",1,11,9.09090909090909,0.427997647058824
"711",2022-05-30,"West End",3,11,27.2727272727273,0.776585404123335
"712",2022-05-31,"Carrolls Bay",8,10,80,0.760995779778447
"713",2022-05-31,"North shore",2,10,20,0.893512732474964
"714",2022-06-01,"Carrolls Bay",8,9,88.8888888888889,0.565923251563252
"715",2022-06-01,"North shore",1,9,11.1111111111111,0.14172676056338
"716",2022-06-02,"Bayfront area",1,8,12.5,1.00994925373134
"717",2022-06-02,"Carrolls Bay",5,8,62.5,0.77318091777301
"718",2022-06-02,"West End",2,8,25,0.885971903529091
"719",2022-06-03,"Bayfront area",1,8,12.5,0.946568
"720",2022-06-03,"Carrolls Bay",5,8,62.5,0.684682851755354
"721",2022-06-03,"West End",2,8,25,0.878575221238938
"722",2022-06-04,"Bayfront area",1,8,12.5,1.11182487046632
"723",2022-06-04,"Carrolls Bay",6,8,75,0.963317915836313
"724",2022-06-04,"North shore",1,8,12.5,0.79588275862069
"725",2022-06-05,"Bayfront area",1,8,12.5,1.00246666666667
"726",2022-06-05,"Carrolls Bay",5,8,62.5,0.893630749937544
"727",2022-06-05,"North shore",1,8,12.5,0.72172
"728",2022-06-05,"West End",1,8,12.5,0.570810169491526
"729",2022-06-06,"Carrolls Bay",3,8,37.5,0.664154698618189
"730",2022-06-06,"North shore",1,8,12.5,0.9774
"731",2022-06-06,"West End",4,8,50,1.2898467060425
"732",2022-06-07,"Bayfront area",1,8,12.5,0.856691512915129
"733",2022-06-07,"Carrolls Bay",3,8,37.5,0.652428571428571
"734",2022-06-07,"North shore",1,8,12.5,NA
"735",2022-06-07,"West End",3,8,37.5,0.83757974184711
"736",2022-06-08,"Bayfront area",2,8,25,1.10724735675847
"737",2022-06-08,"Carrolls Bay",5,8,62.5,0.822802184918732
"738",2022-06-08,"North shore",1,8,12.5,NA
"739",2022-06-09,"Bayfront area",2,8,25,1.04495106858054
"740",2022-06-09,"Carrolls Bay",4,8,50,1.0225179481439
"741",2022-06-09,"North shore",1,8,12.5,NA
"742",2022-06-09,"West End",1,8,12.5,2.895
"743",2022-06-10,"Bayfront area",1,8,12.5,1.49305714285714
"744",2022-06-10,"Carrolls Bay",4,8,50,1.17392856119269
"745",2022-06-10,"North shore",1,8,12.5,NA
"746",2022-06-10,"West End",2,8,25,1.6566
"747",2022-06-11,"Bayfront area",2,8,25,1.01482136748888
"748",2022-06-11,"Carrolls Bay",3,8,37.5,1.0437084004603
"749",2022-06-11,"North shore",1,8,12.5,0.969044444444444
"750",2022-06-11,"West End",2,8,25,2.1054
"751",2022-06-12,"Bayfront area",2,8,25,1.17304457347793
"752",2022-06-12,"Carrolls Bay",3,8,37.5,0.806292214129128
"753",2022-06-12,"North shore",1,8,12.5,NA
"754",2022-06-12,"West End",2,8,25,1.33573396825397
"755",2022-06-13,"Bayfront area",1,8,12.5,1.08448202764977
"756",2022-06-13,"Carrolls Bay",3,8,37.5,1.44341687912088
"757",2022-06-13,"North shore",1,8,12.5,1.391
"758",2022-06-13,"West End",3,8,37.5,1.33427586206897
"759",2022-06-14,"Bayfront area",2,8,25,1.48761942490436
"760",2022-06-14,"Carrolls Bay",2,8,25,0.757640776699029
"761",2022-06-14,"North shore",1,8,12.5,NA
"762",2022-06-14,"West End",3,8,37.5,2.75958741258741
"763",2022-06-15,"Carrolls Bay",3,7,42.8571428571429,0.952469565217391
"764",2022-06-15,"North shore",2,7,28.5714285714286,0.6766
"765",2022-06-15,"West End",2,7,28.5714285714286,1.31552148148148
"766",2022-06-16,"Carrolls Bay",5,7,71.4285714285714,1.07668338668719
"767",2022-06-16,"North shore",1,7,14.2857142857143,NA
"768",2022-06-16,"West End",1,7,14.2857142857143,NA
"769",2022-06-17,"Carrolls Bay",2,7,28.5714285714286,0.681971428571429
"770",2022-06-17,"North shore",1,7,14.2857142857143,NA
"771",2022-06-17,"West End",4,7,57.1428571428571,0.938733815987934
"772",2022-06-18,"Bayfront area",2,7,28.5714285714286,1.11735544733979
"773",2022-06-18,"Carrolls Bay",4,7,57.1428571428571,1.18643357383357
"774",2022-06-18,"North shore",1,7,14.2857142857143,NA
"775",2022-06-19,"Bayfront area",2,7,28.5714285714286,1.72855008781978
"776",2022-06-19,"Carrolls Bay",3,7,42.8571428571429,1.31319405940594
"777",2022-06-19,"North shore",1,7,14.2857142857143,NA
"778",2022-06-19,"West End",1,7,14.2857142857143,1.32758507462687
"779",2022-06-20,"Bayfront area",2,7,28.5714285714286,1.06521329080276
"780",2022-06-20,"Carrolls Bay",3,7,42.8571428571429,0.921297053068139
"781",2022-06-20,"North shore",2,7,28.5714285714286,0.9022
"782",2022-06-21,"Bayfront area",2,7,28.5714285714286,1.04587157894737
"783",2022-06-21,"Carrolls Bay",2,7,28.5714285714286,0.688169230769231
"784",2022-06-21,"North shore",1,7,14.2857142857143,NA
"785",2022-06-21,"West End",2,7,28.5714285714286,1.58197142857143
"786",2022-06-22,"Bayfront area",1,7,14.2857142857143,0.57555
"787",2022-06-22,"Carrolls Bay",2,7,28.5714285714286,0.551901265822785
"788",2022-06-22,"North shore",1,7,14.2857142857143,NA
"789",2022-06-22,"West End",3,7,42.8571428571429,2.17917209555603
"790",2022-06-23,"Bayfront area",1,7,14.2857142857143,1.39852
"791",2022-06-23,"Carrolls Bay",2,7,28.5714285714286,0.796035294117647
"792",2022-06-23,"North shore",1,7,14.2857142857143,NA
"793",2022-06-23,"West End",3,7,42.8571428571429,2.20917694235589
"794",2022-06-24,"Bayfront area",1,7,14.2857142857143,0.836808695652174
"795",2022-06-24,"Carrolls Bay",3,7,42.8571428571429,2.05595772765246
"796",2022-06-24,"North shore",1,7,14.2857142857143,NA
"797",2022-06-24,"West End",2,7,28.5714285714286,1.579
"798",2022-06-25,"Bayfront area",1,7,14.2857142857143,1.17565454545455
"799",2022-06-25,"Carrolls Bay",2,7,28.5714285714286,1.56515721393035
"800",2022-06-25,"North shore",1,7,14.2857142857143,NA
"801",2022-06-25,"West End",3,7,42.8571428571429,1.25109302325581
"802",2022-06-26,"Bayfront area",1,7,14.2857142857143,1.12250422535211
"803",2022-06-26,"Carrolls Bay",2,7,28.5714285714286,1.80546936416185
"804",2022-06-26,"North shore",1,7,14.2857142857143,NA
"805",2022-06-26,"West End",3,7,42.8571428571429,1.90672345679012
"806",2022-06-27,"Carrolls Bay",3,7,42.8571428571429,1.68986131262372
"807",2022-06-27,"North shore",1,7,14.2857142857143,NA
"808",2022-06-27,"West End",3,7,42.8571428571429,0.89437946420729
"809",2022-06-28,"Bayfront area",1,7,14.2857142857143,1.01892835820896
"810",2022-06-28,"Carrolls Bay",3,7,42.8571428571429,1.26378666666667
"811",2022-06-28,"North shore",1,7,14.2857142857143,NA
"812",2022-06-28,"West End",2,7,28.5714285714286,1.72153594771242
"813",2022-06-29,"Bayfront area",1,7,14.2857142857143,1.22335488721805
"814",2022-06-29,"Carrolls Bay",3,7,42.8571428571429,1.66950365853659
"815",2022-06-29,"North shore",1,7,14.2857142857143,1.15286666666667
"816",2022-06-29,"West End",2,7,28.5714285714286,2.3424304
"817",2022-06-30,"Bayfront area",1,7,14.2857142857143,1.26506984126984
"818",2022-06-30,"Carrolls Bay",2,7,28.5714285714286,0.976080701754386
"819",2022-06-30,"North shore",1,7,14.2857142857143,0.929545454545455
"820",2022-06-30,"West End",3,7,42.8571428571429,1.83318162883411
"821",2022-07-01,"Bayfront area",2,7,28.5714285714286,1.2014340949603
"822",2022-07-01,"Carrolls Bay",3,7,42.8571428571429,1.62362780026991
"823",2022-07-01,"North shore",2,7,28.5714285714286,0.5262
"824",2022-07-02,"Bayfront area",1,7,14.2857142857143,1.12384210526316
"825",2022-07-02,"Carrolls Bay",3,7,42.8571428571429,1.31892210624708
"826",2022-07-02,"North shore",2,7,28.5714285714286,NA
"827",2022-07-02,"West End",1,7,14.2857142857143,0.9022
"828",2022-07-03,"Bayfront area",1,7,14.2857142857143,1.29941025641026
"829",2022-07-03,"Carrolls Bay",2,7,28.5714285714286,1.62009442379182
"830",2022-07-03,"North shore",1,7,14.2857142857143,2.15553333333333
"831",2022-07-03,"West End",3,7,42.8571428571429,1.31316631892697
"832",2022-07-04,"Bayfront area",1,7,14.2857142857143,1.6502
"833",2022-07-04,"Carrolls Bay",2,7,28.5714285714286,NA
"834",2022-07-04,"North shore",1,7,14.2857142857143,NA
"835",2022-07-04,"West End",3,7,42.8571428571429,1.46501761006289
"836",2022-07-05,"Bayfront area",2,7,28.5714285714286,1.05627736263736
"837",2022-07-05,"Carrolls Bay",3,7,42.8571428571429,1.51268567916932
"838",2022-07-05,"North shore",1,7,14.2857142857143,NA
"839",2022-07-05,"West End",1,7,14.2857142857143,0.793577777777778
"840",2022-07-06,"Bayfront area",1,7,14.2857142857143,1.23730175438597
"841",2022-07-06,"Carrolls Bay",3,7,42.8571428571429,0.874494736842105
"842",2022-07-06,"North shore",1,7,14.2857142857143,NA
"843",2022-07-06,"West End",2,7,28.5714285714286,0.974176796648405
"844",2022-07-07,"Bayfront area",1,7,14.2857142857143,1.76551968503937
"845",2022-07-07,"Carrolls Bay",2,7,28.5714285714286,NA
"846",2022-07-07,"North shore",1,7,14.2857142857143,NA
"847",2022-07-07,"West End",3,7,42.8571428571429,1.04393480433758
"848",2022-07-08,"Bayfront area",1,7,14.2857142857143,1.45002569832402
"849",2022-07-08,"Carrolls Bay",1,7,14.2857142857143,NA
"850",2022-07-08,"North shore",1,7,14.2857142857143,NA
"851",2022-07-08,"West End",4,7,57.1428571428571,0.868482977252151
"852",2022-07-09,"Bayfront area",2,7,28.5714285714286,1.42625786357786
"853",2022-07-09,"Carrolls Bay",2,7,28.5714285714286,2.72132380952381
"854",2022-07-09,"North shore",1,7,14.2857142857143,NA
"855",2022-07-09,"West End",2,7,28.5714285714286,1.40997247706422
"856",2022-07-10,"Bayfront area",1,7,14.2857142857143,1.70433333333333
"857",2022-07-10,"Carrolls Bay",2,7,28.5714285714286,2.18274857142857
"858",2022-07-10,"North shore",1,7,14.2857142857143,NA
"859",2022-07-10,"West End",3,7,42.8571428571429,1.26041524451325
