"","station","glatos_array","station_no","consecutive_deploy_no","intend_lat","intend_long","deploy_lat","deploy_long","recover_lat","recover_long","deploy_date_time","recover_date_time","bottom_depth","riser_length","instrument_depth","ins_model_no","glatos_ins_frequency","ins_serial_no","code_map","code_map_comment","deployed_by","comments","glatos_seasonal","glatos_project","glatos_vps"
"350","HAM-012","HAM","12",9,NA,NA,43.30048,-79.80591,NA,NA,2020-06-29 23:05:00,2021-06-28 18:30:00,8,NA,NA,"VR2W",69,127839,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"351","HAM-051","HAM","51",5,NA,NA,43.26976,-79.87317,NA,NA,2020-06-30 16:59:00,2021-06-17 19:19:00,3.2,NA,NA,"VR2W",69,127837,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"352","HAM-036","HAM","36",9,NA,NA,43.27139,-79.8695,NA,NA,2020-06-30 17:50:00,2021-06-28 20:00:00,NA,NA,NA,"VR2W",69,119711,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"353","HAM-052","HAM","52",7,NA,NA,43.27438,-79.86617,NA,NA,2020-06-30 19:13:00,2021-06-28 19:39:00,2.4,NA,NA,"VR2W",69,132818,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"354","HAM-011","HAM","11",6,NA,NA,43.2773,-79.8669,NA,NA,2020-06-30 19:50:00,2021-06-23 19:30:00,13,NA,NA,"VR2W",69,133111,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"355","HAM-055","HAM","55",6,NA,NA,43.27455,-79.8649,NA,NA,2020-06-30 19:50:00,2021-06-28 19:20:00,4.2,NA,NA,"VR2W",69,133112,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"356","HAM-053","HAM","53",6,NA,NA,43.2759,-79.86333,NA,NA,2020-06-30 20:45:00,2021-06-28 19:07:00,6.3,NA,NA,"VR2W",69,132820,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"357","HAM-009","HAM","9",9,NA,NA,43.28036,-79.80383,NA,NA,2020-07-02 18:30:00,2021-06-17 17:00:00,13,NA,NA,"VR2W",69,127827,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"358","HAM-034","HAM","34",9,NA,NA,43.27142,-79.80812,NA,NA,2020-07-02 19:40:00,2021-06-17 17:45:00,1.6,NA,NA,"VR2W",69,121993,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"359","HAM-032","HAM","32",8,NA,NA,43.27973,-79.89347,NA,NA,2020-07-03 13:53:00,2021-09-10 19:20:00,1.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"360","HAM-030","HAM","30",7,NA,NA,43.27192,-79.92519,NA,NA,2020-07-03 14:24:00,2021-09-10 18:52:00,NA,NA,NA,"VR2W",69,119662,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"361","HAM-042","HAM","42",5,NA,NA,43.26877,-79.9348,NA,NA,2020-07-03 14:48:00,2021-09-10 20:00:00,1.6,NA,NA,"VR2W",69,124717,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"362","HAM-013","HAM","13",8,NA,NA,43.29691,-79.80157,NA,NA,2020-07-03 18:10:00,2021-06-23 18:30:00,10,NA,NA,"VR2W",69,119681,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"363","HAM-035","HAM","35",5,NA,NA,43.26228,-79.77238,NA,NA,2020-07-03 23:40:00,2021-06-17 17:45:00,2,NA,NA,"VR2W",69,131522,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"364","HAM-039","HAM","39",7,NA,NA,43.28176,-79.85158,NA,NA,2021-06-07 13:12:00,2022-06-09 18:23:00,17.9,NA,NA,"VR2AR",69,549109,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"365","HAM-045","HAM","45",5,NA,NA,43.3046,-79.80238,NA,NA,2021-06-16 16:12:00,2022-09-01 15:45:00,1.2,NA,NA,"VR2W",69,121991,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"366","HAM-023","HAM","23",10,NA,NA,43.28569,-79.86764,NA,NA,2021-06-16 17:00:00,2022-06-09 18:51:00,9,NA,NA,"VR2AR",69,548243,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"367","HAM-043","HAM","43",6,NA,NA,43.27957,-79.8915,NA,NA,2021-06-16 17:20:00,2022-09-15 16:38:00,2,NA,NA,"VR2W",69,121999,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"368","HAM-063","HAM","63",5,NA,NA,43.2822,-79.88451,NA,NA,2021-06-16 17:52:00,2022-09-15 15:59:00,1.5,NA,NA,"VR2W",69,119660,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"369","HAM-017","HAM","17",9,NA,NA,43.29488,-79.82113,NA,NA,2021-06-16 18:00:00,2022-06-09 13:32:00,20,NA,NA,"VR2AR",69,547993,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"370","HAM-041","HAM","41",8,NA,NA,43.2767,-79.83893,NA,NA,2021-06-16 18:18:00,2022-09-15 17:28:00,NA,NA,NA,"VR2W",69,131525,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"371","HAM-046","HAM","46",7,NA,NA,43.30771,-79.82588,NA,NA,2021-06-16 18:37:00,2022-09-15 18:34:00,2,NA,NA,"VR2W",69,133002,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"372","HAM-009","HAM","9",10,NA,NA,43.28036,-79.80383,NA,NA,2021-06-17 17:00:00,2021-10-08 04:00:00,13,NA,NA,"VR2W",69,127827,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"373","HAM-034","HAM","34",10,NA,NA,43.27142,-79.80812,NA,NA,2021-06-17 17:45:00,2022-09-15 18:13:00,1.6,NA,NA,"VR2W",69,121993,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"374","HAM-048","HAM","48",6,NA,NA,43.27311,-79.88506,NA,NA,2021-06-17 19:05:00,2022-09-15 17:08:00,2.5,NA,NA,"VR2W",69,133001,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"375","HAM-051","HAM","51",6,NA,NA,43.26976,-79.87317,NA,NA,2021-06-17 19:19:00,2022-09-09 18:16:00,3.2,NA,NA,"VR2W",69,121988,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"376","HAM-047","HAM","47",6,NA,NA,43.30267,-79.83991,NA,NA,2021-06-17 19:45:00,2022-09-15 18:47:00,1.5,NA,NA,"VR2W",69,119706,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"377","HAM-013","HAM","13",9,NA,NA,43.29691,-79.80157,NA,NA,2021-06-23 18:30:00,2022-09-13 16:31:00,10,NA,NA,"VR2W",69,119681,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"378","HAM-011","HAM","11",7,NA,NA,43.2773,-79.8669,NA,NA,2021-06-23 19:30:00,2022-09-07 17:27:00,13,NA,NA,"VR2W",69,133111,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"379","HAM-035","HAM","35",6,NA,NA,43.26228,-79.77238,NA,NA,2021-06-28 17:15:00,2022-10-18 14:59:00,2,NA,NA,"VR2W",69,131522,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"380","HAM-012","HAM","12",10,NA,NA,43.30048,-79.80591,NA,NA,2021-06-28 18:30:00,2022-09-15 19:10:00,8,NA,NA,"VR2W",69,127839,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"381","HAM-053","HAM","53",7,NA,NA,43.2759,-79.86333,NA,NA,2021-06-28 19:07:00,2022-09-08 19:10:00,6.3,NA,NA,"VR2W",69,127837,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"382","HAM-055","HAM","55",7,NA,NA,43.27455,-79.8649,NA,NA,2021-06-28 19:20:00,2022-09-09 17:57:00,3.5,NA,NA,"VR2W",69,132997,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"383","HAM-052","HAM","52",8,NA,NA,43.27438,-79.86617,NA,NA,2021-06-28 19:39:00,2022-09-09 17:31:00,2.4,NA,NA,"VR2W",69,132820,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"384","HAM-036","HAM","36",10,NA,NA,43.27139,-79.8695,NA,NA,2021-06-28 20:00:00,2022-08-03 01:13:00,NA,NA,NA,"VR2W",69,131493,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"385","HAM-058","HAM","58",5,NA,NA,43.31292,-79.8061,NA,NA,2021-07-19 18:57:00,2022-09-01 15:25:00,1.2,NA,NA,"VR2W",69,119690,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"386","HAM-022","HAM","22",10,NA,NA,43.30235,-79.79037,NA,NA,2021-07-27 12:34:00,2022-06-09 17:25:00,6.8,NA,NA,"VR2AR",69,549114,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"387","HAM-030","HAM","30",8,NA,NA,43.27192,-79.92519,NA,NA,2021-09-10 18:52:00,2022-10-18 16:13:00,NA,NA,NA,"VR2W",69,119662,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"388","HAM-032","HAM","32",9,NA,NA,43.27973,-79.89347,NA,NA,2021-09-10 19:20:00,2022-09-28 14:00:00,1.9,NA,NA,"VR2W",69,132999,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"389","HAM-042","HAM","42",6,NA,NA,43.26877,-79.9348,NA,NA,2021-09-11 20:00:00,NA,NA,NA,NA,"VR2W",69,133112,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"390","HAM-018","HAM","18",9,NA,NA,43.27267,-79.878,NA,NA,2021-10-19 18:30:00,2022-06-09 19:06:00,6.1,NA,NA,"VR2AR",69,548257,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"391","HAM-015","HAM","15",9,NA,NA,43.29365,-79.85536,NA,NA,2021-10-19 18:45:00,2022-06-09 19:27:00,6.7,NA,NA,"VR2AR",69,548259,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"392","HAM-005","HAM","5",8,NA,NA,43.28133,-79.86433,NA,NA,2021-10-19 19:00:00,2022-06-09 18:35:00,14.6,NA,NA,"VR2AR",69,547990,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"393","HAM-021","HAM","21",8,NA,NA,43.28578,-79.82647,NA,NA,2021-10-19 19:13:00,2022-06-09 17:56:00,16.6,NA,NA,"VR2AR",69,547996,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"394","HAM-003","HAM","3",9,NA,NA,43.29461,-79.80053,NA,NA,2021-10-19 19:25:00,2022-06-09 17:45:00,15.6,NA,NA,"VR2AR",69,549107,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"395","HAM-025","HAM","25",9,NA,NA,43.30969,-79.81158,NA,NA,2021-10-19 19:37:00,2022-06-09 13:20:00,5.1,NA,NA,"VR2AR",69,548283,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"396","HAM-001","HAM","1",9,NA,NA,43.30611,-79.81861,NA,NA,2021-10-20 14:07:00,2022-11-22 17:25:00,NA,NA,NA,"VR2W",69,127832,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"397","HAM-002","HAM","2",9,NA,NA,43.28685,-79.79576,NA,NA,2021-10-20 14:50:00,2022-11-22 16:43:00,22.3,NA,NA,"VR2W",69,127833,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"398","HAM-007","HAM","7",9,NA,NA,43.30139,-79.83972,NA,NA,2021-10-20 17:50:00,2022-11-17 16:05:00,10.2,NA,NA,"VR2W",69,126879,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"399","HAM-008","HAM","8",9,NA,NA,43.2751,-79.7928,NA,NA,2021-10-20 20:05:00,NA,6.6,NA,NA,"VR2W",69,126880,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"400","HAM-009","HAM","9",11,NA,NA,43.28036,-79.80383,NA,NA,2021-10-27 15:00:00,2022-09-15 17:57:00,13,NA,NA,"VR2W",69,127827,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"401","HAM-004","HAM","4",8,NA,NA,43.28714,-79.84452,NA,NA,2021-10-27 15:30:00,2022-11-22 15:05:00,25,NA,NA,"VR2W",69,131524,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"402","HAM-028","HAM","28",9,NA,NA,43.27556,-79.88194,NA,NA,2021-10-27 20:05:00,2022-11-17 15:26:00,7.8,NA,NA,"VR2W",69,126878,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"403","HAM-014","HAM","14",8,NA,NA,43.28548,-79.8744,NA,NA,2021-11-09 19:00:00,NA,5,NA,NA,"VR2W",69,119675,NA,"code map not available (receiver currently deployed)",NA,NA,"No","HAMLO","No"
"404","HAM-037","HAM","37",6,NA,NA,43.2789,-79.88599,NA,NA,2021-11-09 19:17:00,2022-11-14 18:40:00,4.9,NA,NA,"VR2W",69,119693,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"405","HAM-019","HAM","19",9,NA,NA,43.27811,-79.85158,NA,NA,2021-11-09 19:37:00,2022-11-14 19:52:00,18,NA,NA,"VR2W",69,127847,"MAP-114",NA,NA,NA,"No","HAMLO","No"
"406","HAM-006","HAM","6",9,NA,NA,43.30664,-79.80837,NA,NA,2021-11-10 15:40:00,2022-11-17 16:27:00,8.2,NA,NA,"VR2W",69,127850,"MAP-113",NA,NA,NA,"No","HAMLO","No"
"407","HAM-066","HAM","66",3,NA,NA,43.29282,-79.88101,NA,NA,2022-04-05 16:50:00,2022-09-28 19:43:00,0.6,NA,NA,"VR2W",69,127843,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"408","HAM-067","HAM","67",3,NA,NA,43.29409,-79.87926,NA,NA,2022-04-05 17:22:00,2022-09-28 20:09:00,0.8,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"409","HAM-059","HAM","59",3,NA,NA,43.29484,-79.8759,NA,NA,2022-04-05 17:45:00,2022-09-28 20:15:00,0.8,NA,NA,"VR2W",69,137955,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"410","HAM-061","HAM","61",3,NA,NA,43.29002,-79.88233,NA,NA,2022-04-05 18:00:00,2022-09-28 18:35:00,0.8,NA,NA,"VR2W",69,137956,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"411","HAM-033","HAM","33",6,NA,NA,43.29208,-79.88394,NA,NA,2022-04-05 18:30:00,2022-09-28 18:20:00,0.8,NA,NA,"VR2W",69,127828,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"412","HAM-060","HAM","60",3,NA,NA,43.29026,-79.88512,NA,NA,2022-04-05 18:50:00,2022-09-28 18:49:00,0.7,NA,NA,"VR2W",69,127836,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"413","HAM-062","HAM","62",3,NA,NA,43.29034,-79.8864,NA,NA,2022-04-05 19:20:00,2022-11-03 15:00:00,0.8,NA,NA,"VR2W",69,127840,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"414","HAM-068","HAM","68",1,NA,NA,43.28967,-79.88531,NA,NA,2022-04-05 19:45:00,2022-09-28 18:45:00,0.7,NA,NA,"VR2W",69,137954,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"415","HAM-029","HAM","29",8,NA,NA,43.28936,-79.88731,NA,NA,2022-04-05 20:00:00,2022-09-28 18:57:00,1,NA,NA,"VR2W",69,132818,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"416","HAM-054","HAM","54",6,NA,NA,43.27472,-79.86203,NA,NA,2022-05-20 14:30:00,2023-06-20 16:55:00,NA,NA,NA,"VR2W",69,137958,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"417","HAM-057","HAM","57",6,NA,NA,43.275,-79.8607,NA,NA,2022-05-20 14:51:00,2023-06-20 17:20:00,NA,NA,NA,"VR2W",69,121990,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"418","HAM-056","HAM","56",6,NA,NA,43.27493,-79.86332,NA,NA,2022-05-20 15:15:00,2022-09-02 21:00:00,NA,NA,NA,"VR2W",69,121987,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"419","HAM-025","HAM","25",10,NA,NA,43.30969,-79.81158,NA,NA,2022-06-09 13:24:00,2023-07-11 12:47:00,6.1,NA,NA,"VR2AR",69,548706,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"420","HAM-017","HAM","17",10,NA,NA,43.29488,-79.82113,NA,NA,2022-06-09 13:37:00,2023-07-11 14:20:00,18.8,NA,NA,"VR2AR",69,548283,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"421","HAM-022","HAM","22",11,NA,NA,43.30235,-79.79037,NA,NA,2022-06-09 17:32:00,2023-08-14 19:44:00,6.6,NA,NA,"VR2AR",69,549116,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"422","HAM-003","HAM","3",10,NA,NA,43.29461,-79.80053,NA,NA,2022-06-09 17:49:00,2023-07-10 14:25:00,17.6,NA,NA,"VR2AR",69,549114,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"423","HAM-021","HAM","21",9,NA,NA,43.28578,-79.82647,NA,NA,2022-06-09 18:05:00,2023-07-10 15:02:00,18.6,NA,NA,"VR2AR",69,549107,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"424","HAM-039","HAM","39",8,NA,NA,43.28176,-79.85158,NA,NA,2022-06-09 18:31:00,2023-06-23 16:45:00,19.7,NA,NA,"VR2AR",69,547996,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"425","HAM-005","HAM","5",9,NA,NA,43.28133,-79.86433,NA,NA,2022-06-09 18:45:00,2023-07-10 15:28:00,15.3,NA,NA,"VR2AR",69,549109,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"426","HAM-023","HAM","23",11,NA,NA,43.28569,-79.86764,NA,NA,2022-06-09 18:58:00,2023-07-11 13:37:00,9.1,NA,NA,"VR2AR",69,547990,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"427","HAM-018","HAM","18",10,NA,NA,43.27267,-79.878,NA,NA,2022-06-09 19:12:00,2023-06-23 17:00:00,6.9,NA,NA,"VR2AR",69,548243,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"428","HAM-015","HAM","15",10,NA,NA,43.29365,-79.85536,NA,NA,2022-06-09 19:29:00,2023-07-11 13:20:00,7.8,NA,NA,"VR2AR",69,548257,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"429","HAM-010","HAM","10",6,NA,NA,43.26856,-79.7815,NA,NA,2022-06-15 13:30:00,2022-11-08 15:30:00,2,NA,NA,"VR2W",69,131523,"MAP-115",NA,NA,NA,"Yes","HAMLO","No"
"430","HAM-027","HAM","27",9,NA,NA,43.27361,-79.87139,NA,NA,2022-07-07 18:35:00,2022-11-17 14:55:00,11.6,NA,NA,"VR2W",69,124715,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"431","HAM-036","HAM","36",11,NA,NA,43.27139,-79.8695,NA,NA,2022-08-03 01:13:00,2023-09-14 16:01:00,NA,NA,NA,"VR2W",69,131493,"MAP-114","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"432","HAM-058","HAM","58",6,NA,NA,43.31292,-79.8061,NA,NA,2022-09-01 15:25:00,2023-08-16 13:50:00,1.2,NA,NA,"VR2W",69,124717,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"433","HAM-045","HAM","45",6,NA,NA,43.3046,-79.80238,NA,NA,2022-09-01 15:45:00,2023-09-14 15:25:00,1.2,NA,NA,"VR2W",69,127829,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"434","HAM-011","HAM","11",8,NA,NA,43.2773,-79.8669,NA,NA,2022-09-07 17:27:00,2023-09-14 16:58:00,13,NA,NA,"VR2W",69,119711,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"435","HAM-053","HAM","53",8,NA,NA,43.2759,-79.86333,NA,NA,2022-09-08 19:10:00,2023-09-14 18:19:00,6.3,NA,NA,"VR2W",69,133111,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"436","HAM-052","HAM","52",9,NA,NA,43.27438,-79.86617,NA,NA,2022-09-09 17:31:00,2023-09-14 17:44:00,2.4,NA,NA,"VR2W",69,127837,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"437","HAM-055","HAM","55",8,NA,NA,43.27455,-79.8649,NA,NA,2022-09-09 17:57:00,2023-09-14 18:53:00,3.5,NA,NA,"VR2W",69,119690,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"438","HAM-051","HAM","51",7,NA,NA,43.26976,-79.87317,NA,NA,2022-09-09 18:16:00,2023-09-14 16:33:00,3.2,NA,NA,"VR2W",69,121991,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"439","HAM-013","HAM","13",10,NA,NA,43.29691,-79.80157,NA,NA,2022-09-13 16:31:00,2023-08-22 18:55:00,10,NA,NA,"VR2W",69,119681,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"440","HAM-043","HAM","43",7,NA,NA,43.27957,-79.8915,NA,NA,2022-09-15 16:38:00,2023-08-16 19:06:00,2,NA,NA,"VR2W",69,121999,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"441","HAM-048","HAM","48",7,NA,NA,43.27311,-79.88506,NA,NA,2022-09-15 17:08:00,2023-08-16 19:59:00,2.5,NA,NA,"VR2W",69,132820,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"442","HAM-041","HAM","41",9,NA,NA,43.2767,-79.83893,NA,NA,2022-09-15 17:28:00,2023-08-16 15:50:00,NA,NA,NA,"VR2W",69,133001,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"443","HAM-009","HAM","9",12,NA,NA,43.28036,-79.80383,NA,NA,2022-09-15 17:57:00,2023-08-16 14:57:00,13,NA,NA,"VR2W",69,127827,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"444","HAM-034","HAM","34",11,NA,NA,43.27142,-79.80812,NA,NA,2022-09-15 18:13:00,2023-08-16 15:25:00,1.6,NA,NA,"VR2W",69,121993,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"445","HAM-046","HAM","46",8,NA,NA,43.30771,-79.82588,NA,NA,2022-09-15 18:34:00,2023-08-16 14:20:00,2,NA,NA,"VR2W",69,132997,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"446","HAM-047","HAM","47",7,NA,NA,43.30267,-79.83991,NA,NA,2022-09-15 18:47:00,2023-08-16 14:20:00,1.5,NA,NA,"VR2W",69,121988,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"447","HAM-012","HAM","12",11,NA,NA,43.30048,-79.80591,NA,NA,2022-09-15 19:10:00,2023-08-22 18:30:00,8,NA,NA,"VR2W",69,131525,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"448","HAM-032","HAM","32",10,NA,NA,43.27973,-79.89347,NA,NA,2022-09-28 14:00:00,2023-10-06 17:20:00,1.9,NA,NA,"VR2W",69,127839,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"449","HAM-033","HAM","33",7,NA,NA,43.29208,-79.88394,NA,NA,2022-09-28 18:20:00,2023-04-04 18:40:00,0.8,NA,NA,"VR2W",69,127828,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"450","HAM-029","HAM","29",9,NA,NA,43.28936,-79.88731,NA,NA,2022-09-28 18:57:00,2023-04-04 18:22:00,1,NA,NA,"VR2W",69,132818,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"451","HAM-067","HAM","67",4,NA,NA,43.29409,-79.87926,NA,NA,2022-09-28 20:09:00,2023-04-04 20:02:00,0.8,NA,NA,"VR2W",69,137957,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"452","HAM-035","HAM","35",7,NA,NA,43.26228,-79.77238,NA,NA,2022-10-18 14:59:00,2023-10-06 19:35:00,2,NA,NA,"VR2W",69,131522,"MAP-115","error 1 initialization occurred between deploy and recover",NA,NA,"No","HAMLO","No"
"453","HAM-030","HAM","30",9,NA,NA,43.27192,-79.92519,NA,NA,2022-10-18 16:13:00,2023-10-06 18:20:00,NA,NA,NA,"VR2W",69,132999,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"454","HAM-077","HAM","77",1,NA,NA,43.28064,-79.8693,NA,NA,2022-11-03 16:03:00,2023-07-10 15:42:00,NA,NA,NA,"VR2AR",69,548254,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"455","HAM-076","HAM","76",1,NA,NA,43.28368,-79.87139,NA,NA,2022-11-03 16:09:00,2023-07-10 16:49:00,NA,NA,NA,"VR2AR",69,548251,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"456","HAM-075","HAM","75",1,NA,NA,43.28577,-79.8707,NA,NA,2022-11-03 16:20:00,2023-07-10 17:00:00,NA,NA,NA,"VR2AR",69,548265,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"457","HAM-074","HAM","74",1,NA,NA,43.28268,-79.87783,NA,NA,2022-11-03 16:27:00,2023-07-10 16:37:00,NA,NA,NA,"VR2AR",69,548253,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"458","HAM-073","HAM","73",1,NA,NA,43.28003,-79.88284,NA,NA,2022-11-03 16:33:00,2023-07-10 16:25:00,NA,NA,NA,"VR2AR",69,548241,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"459","HAM-072","HAM","72",1,NA,NA,43.27815,-79.88745,NA,NA,2022-11-03 16:37:00,2023-07-10 16:13:00,NA,NA,NA,"VR2AR",69,548262,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"460","HAM-079","HAM","79",1,NA,NA,43.27476,-79.88547,NA,NA,2022-11-03 16:41:00,2023-06-23 17:36:00,NA,NA,NA,"VR2AR",69,548255,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"461","HAM-078","HAM","78",1,NA,NA,43.27774,-79.87807,NA,NA,2022-11-03 16:57:00,2023-07-10 15:56:00,NA,NA,NA,"VR2AR",69,548276,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"462","HAM-037","HAM","37",7,NA,NA,43.2789,-79.88599,NA,NA,2022-11-23 16:15:00,2023-12-01 15:30:00,4.9,NA,NA,"VR2W",69,119693,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"463","HAM-028","HAM","28",10,NA,NA,43.27556,-79.88082,NA,NA,2022-11-29 15:30:00,2023-12-01 15:00:00,8,NA,NA,"VR2W",69,126878,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"464","HAM-007","HAM","7",10,NA,NA,43.30139,-79.83917,NA,NA,2022-11-29 16:35:00,2023-12-01 16:00:00,9,NA,NA,"VR2W",69,126879,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"465","HAM-004","HAM","4",9,NA,NA,43.28639,-79.84778,NA,NA,2022-11-29 19:30:00,2023-11-24 16:10:00,23,NA,NA,"VR2W",69,131524,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"466","HAM-002","HAM","2",10,NA,NA,43.2869,-79.79491,NA,NA,2022-12-02 15:05:00,2023-11-20 19:20:00,22.4,NA,NA,"VR2W",69,127833,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"467","HAM-001","HAM","1",10,NA,NA,43.30537,-79.82082,NA,NA,2022-12-07 14:40:00,2023-11-23 18:30:00,11,NA,NA,"VR2W",69,127832,"MAP-115",NA,NA,NA,"No","HAMLO","No"
"468","HAM-027","HAM","27",10,NA,NA,43.27924,-79.87457,NA,NA,2022-12-07 15:20:00,2023-11-24 15:00:00,10,NA,NA,"VR2W",69,124715,"MAP-115",NA,NA,NA,"No","HAMLO","No"
